full_name,title,company,country,linkedin_url,company_website,employee_count_estimate,growth_signal,people_process_signal,affordability_signal,linkedin_activity_signal,source_url,fit_score,segment,reason_to_contact,dnc_status,review_status,score_reasons,score_concerns,headline,industry,profile_location,provider_id
Vedant Dwivedi,Co-Founder,Andai,Australia,https://www.linkedin.com/in/vedant-dwivedi-60286b10a,,SalesNav filter 11-50 or 51-200. Manual check needed for 10-100 band.,growth_or_people_language_in_profile,manual review needed,industry and founder role suggest possible fit; revenue not verified,manual recent activity check needed,"https://www.linkedin.com/sales/lead/ACwAABuJM6IB0QuV4h0HoAPOEWgCowwHabYNMJI,NAME_SEARCH,Yvgq",85,Australia / founder,"Founder led company in target size filter. Review for hiring, growth, or people process trigger before sending.",not checked against client DNC yet,READY_FOR_MANUAL_REVIEW,founder_or_senior_owner_title; growth_or_people_language_in_profile; linkedin_url_present,,Harness the AI using Sigma (Agentic AI) & FLO (AI Workflow Orchestrator),,"Melbourne, Victoria, Australia",ACwAABuJM6IB0QuV4h0HoAPOEWgCowwHabYNMJI
Troy Rushton,Founder,Homeowner,Australia,https://www.linkedin.com/in/troyrushton,,SalesNav filter 11-50 or 51-200. Manual check needed for 10-100 band.,growth_or_people_language_in_profile,manual review needed,industry and founder role suggest possible fit; revenue not verified,manual recent activity check needed,"https://www.linkedin.com/sales/lead/ACwAAABP37wBEk4IY4b8rcA9ioYw4gbIPDCILCc,NAME_SEARCH,ccLc",85,Australia / founder,"Founder led company in target size filter. Review for hiring, growth, or people process trigger before sending.",not checked against client DNC yet,READY_FOR_MANUAL_REVIEW,founder_or_senior_owner_title; growth_or_people_language_in_profile; linkedin_url_present,,CEO @ Homeowner | A Smarter way home |                                                      Real time connectivity for Brokers & Buyer Agents,,Greater Sydney Area,ACwAAABP37wBEk4IY4b8rcA9ioYw4gbIPDCILCc
Trevor Churchley,"Founder, Managing Director & Chief Talentologist",Talentology AU,Australia,https://www.linkedin.com/in/trevorchurchley,,SalesNav filter 11-50 or 51-200. Manual check needed for 10-100 band.,growth_or_people_language_in_profile,manual review needed,industry and founder role suggest possible fit; revenue not verified,manual recent activity check needed,"https://www.linkedin.com/sales/lead/ACwAAADSj0UBlV4EFMI2v-q0hK7gobJtOkDBlH8,NAME_SEARCH,sGQf",85,Australia / md_owner,"Founder led company in target size filter. Review for hiring, growth, or people process trigger before sending.",not checked against client DNC yet,READY_FOR_MANUAL_REVIEW,founder_or_senior_owner_title; growth_or_people_language_in_profile; linkedin_url_present,,💛 Australia’s +45 IT Talent Community • Advocate for the People • Simplifying Access to Trusted Tech Experience • Founder Talentology,,Australia,ACwAAADSj0UBlV4EFMI2v-q0hK7gobJtOkDBlH8
Stuart Douglas,Co-Founder/Executive Director,Innovyz,Australia,https://www.linkedin.com/in/stuartbdouglas,,SalesNav filter 11-50 or 51-200. Manual check needed for 10-100 band.,growth_or_people_language_in_profile,manual review needed,industry and founder role suggest possible fit; revenue not verified,manual recent activity check needed,"https://www.linkedin.com/sales/lead/ACwAAATmHfQBq_fIcVQl7cMm8RnVPCxnxL5XwaQ,NAME_SEARCH,XQyw",85,Australia / ceo,"Founder led company in target size filter. Review for hiring, growth, or people process trigger before sending.",not checked against client DNC yet,READY_FOR_MANUAL_REVIEW,founder_or_senior_owner_title; growth_or_people_language_in_profile; linkedin_url_present,,Co-Founding Director at Commercialisation Group,,Greater Adelaide Area,ACwAAATmHfQBq_fIcVQl7cMm8RnVPCxnxL5XwaQ
Shaun Mitchell,Executive Chair,Eb Flow Grow,Australia,https://www.linkedin.com/in/shaunmitchell71,,SalesNav filter 11-50 or 51-200. Manual check needed for 10-100 band.,growth_or_people_language_in_profile,manual review needed,industry and founder role suggest possible fit; revenue not verified,manual recent activity check needed,"https://www.linkedin.com/sales/lead/ACwAAAA1d0wBrYQtg6ZMrKc3MHWYcslumEybRJQ,NAME_SEARCH,MBY3",85,Australia / ceo,"Founder led company in target size filter. Review for hiring, growth, or people process trigger before sending.",not checked against client DNC yet,READY_FOR_MANUAL_REVIEW,founder_or_senior_owner_title; growth_or_people_language_in_profile; linkedin_url_present,,"CEO | NED | AI Commercialisation | MAICD | 
Scaling technology businesses through growth, governance and execution",,Greater Melbourne Area,ACwAAAA1d0wBrYQtg6ZMrKc3MHWYcslumEybRJQ
Sean Rice,Director of Operations and Owner,PROTERRA Group,Australia,https://www.linkedin.com/in/s-rice,,SalesNav filter 11-50 or 51-200. Manual check needed for 10-100 band.,growth_or_people_language_in_profile,manual review needed,industry and founder role suggest possible fit; revenue not verified,manual recent activity check needed,"https://www.linkedin.com/sales/lead/ACwAAAH-98kBOhPeTuwPsE9DBNV8Vii6Fm2jmiA,NAME_SEARCH,P1AP",85,Australia / md_owner,"Founder led company in target size filter. Review for hiring, growth, or people process trigger before sending.",not checked against client DNC yet,READY_FOR_MANUAL_REVIEW,founder_or_senior_owner_title; growth_or_people_language_in_profile; linkedin_url_present,,"Building Regional Australia | Managing Director, Proterra Group | Public Works, Infrastructure & Waste | Helping Councils Deliver Better Outcomes | Chartered RPEQ | GAICD | 100+ Team",,"Callandoon, Queensland, Australia",ACwAAAH-98kBOhPeTuwPsE9DBNV8Vii6Fm2jmiA
Scott Walker,"Founder and Principal, Patent & Trade Marks Attorney","Walker IP, Patent & Trade Marks Attorneys",Australia,https://www.linkedin.com/in/scott-walker-06a9983b,,SalesNav filter 11-50 or 51-200. Manual check needed for 10-100 band.,growth_or_people_language_in_profile,manual review needed,industry and founder role suggest possible fit; revenue not verified,manual recent activity check needed,"https://www.linkedin.com/sales/lead/ACwAAAiCq1IBYuwB1NsP5BN5wQMvwcTXaWjUTCQ,NAME_SEARCH,dk9Z",85,Australia / founder,"Founder led company in target size filter. Review for hiring, growth, or people process trigger before sending.",not checked against client DNC yet,READY_FOR_MANUAL_REVIEW,founder_or_senior_owner_title; growth_or_people_language_in_profile; linkedin_url_present,,"Founder and Principal, Walker IP",,Greater Melbourne Area,ACwAAAiCq1IBYuwB1NsP5BN5wQMvwcTXaWjUTCQ
Scott Thompson,Chief Executive Officer,Kiraa,Australia,https://www.linkedin.com/in/scott-thompson-slt,,SalesNav filter 11-50 or 51-200. Manual check needed for 10-100 band.,growth_or_people_language_in_profile,manual review needed,industry and founder role suggest possible fit; revenue not verified,manual recent activity check needed,"https://www.linkedin.com/sales/lead/ACwAAAIDRI8Bf3IA-09KUb9OMs7WXOesfduBsLE,NAME_SEARCH,IdwR",85,Australia / ceo,"Founder led company in target size filter. Review for hiring, growth, or people process trigger before sending.",not checked against client DNC yet,READY_FOR_MANUAL_REVIEW,founder_or_senior_owner_title; growth_or_people_language_in_profile; linkedin_url_present,,"I help leaders to become more confident, build influence and gain the trust of their team so they deliver results that matter.",,Australia,ACwAAAIDRI8Bf3IA-09KUb9OMs7WXOesfduBsLE
Scott McLaughlin,Founder & CEO,The Art of More,Australia,https://www.linkedin.com/in/iamscottym,,SalesNav filter 11-50 or 51-200. Manual check needed for 10-100 band.,growth_or_people_language_in_profile,manual review needed,industry and founder role suggest possible fit; revenue not verified,manual recent activity check needed,"https://www.linkedin.com/sales/lead/ACwAAABUJPwB2Gz82xmakNqKncX3ay6WnhIJo6U,NAME_SEARCH,bioL",85,Australia / ceo,"Founder led company in target size filter. Review for hiring, growth, or people process trigger before sending.",not checked against client DNC yet,READY_FOR_MANUAL_REVIEW,founder_or_senior_owner_title; growth_or_people_language_in_profile; linkedin_url_present,,"Curiosity Architect → Performance Architecture | Strategic Profiler | Doctoral Candidate, Warwick Business School | The Art of More™",,"Melbourne, Victoria, Australia",ACwAAABUJPwB2Gz82xmakNqKncX3ay6WnhIJo6U
Scott Caulfield,Founder and Managing Director,SafetyFlow,Australia,https://www.linkedin.com/in/caulfieldscott,,SalesNav filter 11-50 or 51-200. Manual check needed for 10-100 band.,growth_or_people_language_in_profile,manual review needed,industry and founder role suggest possible fit; revenue not verified,manual recent activity check needed,"https://www.linkedin.com/sales/lead/ACwAAABBxloBF7TMrwQU_XirXl1Oq_77OVRU8uo,NAME_SEARCH,QW21",85,Australia / founder,"Founder led company in target size filter. Review for hiring, growth, or people process trigger before sending.",not checked against client DNC yet,READY_FOR_MANUAL_REVIEW,founder_or_senior_owner_title; growth_or_people_language_in_profile; linkedin_url_present,,Helping field service teams automate compliant work delivery with AI.,,"Sydney, New South Wales, Australia",ACwAAABBxloBF7TMrwQU_XirXl1Oq_77OVRU8uo
Russell Wylie,Chief Executive Officer,People and Business Insights,Australia,https://www.linkedin.com/in/russ-wylie,,SalesNav filter 11-50 or 51-200. Manual check needed for 10-100 band.,growth_or_people_language_in_profile,manual review needed,industry and founder role suggest possible fit; revenue not verified,manual recent activity check needed,"https://www.linkedin.com/sales/lead/ACwAAAAUGVsBDVQnDZnSYOne9AXvKxiFTyfDbFU,NAME_SEARCH,vEnR",85,Australia / ceo,"Founder led company in target size filter. Review for hiring, growth, or people process trigger before sending.",not checked against client DNC yet,READY_FOR_MANUAL_REVIEW,founder_or_senior_owner_title; growth_or_people_language_in_profile; linkedin_url_present,,"At Innermetrix Australia and People & Business Insights we solve business problems that involve people. We’re Exclusive Innermetrix Master Distributors/Facilitators in Melbourne, Sydney, Brisbane & as required elsewhere!",,Greater Melbourne Area,ACwAAAAUGVsBDVQnDZnSYOne9AXvKxiFTyfDbFU
Rodney James,CEO,Black Sails,Australia,https://www.linkedin.com/in/rodneyljames,,SalesNav filter 11-50 or 51-200. Manual check needed for 10-100 band.,growth_or_people_language_in_profile,manual review needed,industry and founder role suggest possible fit; revenue not verified,manual recent activity check needed,"https://www.linkedin.com/sales/lead/ACwAAAemeCcBFoUTjk3KQoPJcWYuV3KlUkADH9E,NAME_SEARCH,whJ9",85,Australia / ceo,"Founder led company in target size filter. Review for hiring, growth, or people process trigger before sending.",not checked against client DNC yet,READY_FOR_MANUAL_REVIEW,founder_or_senior_owner_title; growth_or_people_language_in_profile; linkedin_url_present,,"Built, scaled to IPO, acquired, and exited | The full entrepreneurial journey, scars included | Helping SME owners grow, scale & transition | Process improvement consulting",,"Sydney, New South Wales, Australia",ACwAAAemeCcBFoUTjk3KQoPJcWYuV3KlUkADH9E
Robert Dietz,"Co-founder, CEO",Roev,Australia,https://www.linkedin.com/in/robertsdietz,,SalesNav filter 11-50 or 51-200. Manual check needed for 10-100 band.,growth_or_people_language_in_profile,manual review needed,industry and founder role suggest possible fit; revenue not verified,manual recent activity check needed,"https://www.linkedin.com/sales/lead/ACwAAACktb8BDG0P8cOkK_4Xd2cUna8cHqpA6tU,NAME_SEARCH,XUIm",85,Australia / founder,"Founder led company in target size filter. Review for hiring, growth, or people process trigger before sending.",not checked against client DNC yet,READY_FOR_MANUAL_REVIEW,founder_or_senior_owner_title; growth_or_people_language_in_profile; linkedin_url_present,,"Co-founder, CEO at Roev - Simplifying Fleet Electrification",,"Cabarita, New South Wales, Australia",ACwAAACktb8BDG0P8cOkK_4Xd2cUna8cHqpA6tU
Rob McCahill,Managing Director,Projectick,Australia,https://www.linkedin.com/in/rob-mccahill-32802118,,SalesNav filter 11-50 or 51-200. Manual check needed for 10-100 band.,growth_or_people_language_in_profile,manual review needed,industry and founder role suggest possible fit; revenue not verified,manual recent activity check needed,"https://www.linkedin.com/sales/lead/ACwAAAOP6pABYgwfAajjradbaK7BkWMwJtYseys,NAME_SEARCH,SzN-",85,Australia / md_owner,"Founder led company in target size filter. Review for hiring, growth, or people process trigger before sending.",not checked against client DNC yet,READY_FOR_MANUAL_REVIEW,founder_or_senior_owner_title; growth_or_people_language_in_profile; linkedin_url_present,,Project Development Director | mining and energy projects - from concept to build‑ready with real cost & delivery insight,,"Townsville, Queensland, Australia",ACwAAAOP6pABYgwfAajjradbaK7BkWMwJtYseys
Richard Webbe,Co Founder Syllogism,Syllogism,Australia,https://www.linkedin.com/in/richardwebbe,,SalesNav filter 11-50 or 51-200. Manual check needed for 10-100 band.,growth_or_people_language_in_profile,manual review needed,industry and founder role suggest possible fit; revenue not verified,manual recent activity check needed,"https://www.linkedin.com/sales/lead/ACwAAAACCGcB1Td7bZnTC55PrBKpBI0BuZH_rgA,NAME_SEARCH,kfVC",85,Australia / founder,"Founder led company in target size filter. Review for hiring, growth, or people process trigger before sending.",not checked against client DNC yet,READY_FOR_MANUAL_REVIEW,founder_or_senior_owner_title; growth_or_people_language_in_profile; linkedin_url_present,,"Turning Disruptive Technology & Cloud, AI, cybersecurity into value and revenue — for Companies , Channel , Marketing & Sales Teams | Speaker · Author · Founder, Esource · Co-Founder, Syllogism",,"Melbourne, Victoria, Australia",ACwAAAACCGcB1Td7bZnTC55PrBKpBI0BuZH_rgA
Pradeep Laxminarayana,Founder & CEO,KASS Consulting Pty Ltd,Australia,https://www.linkedin.com/in/pradeeplaxminarayana,,SalesNav filter 11-50 or 51-200. Manual check needed for 10-100 band.,growth_or_people_language_in_profile,manual review needed,industry and founder role suggest possible fit; revenue not verified,manual recent activity check needed,"https://www.linkedin.com/sales/lead/ACwAAAA00Y8BqFzrPypwzATT0KLLZfwjHIfUS_o,NAME_SEARCH,gelz",85,Australia / ceo,"Founder led company in target size filter. Review for hiring, growth, or people process trigger before sending.",not checked against client DNC yet,READY_FOR_MANUAL_REVIEW,founder_or_senior_owner_title; growth_or_people_language_in_profile; linkedin_url_present,,"CEO | Start Up Founder | GM Technology | P&L Executive — Digital Transformation, AI & CRM | $48M+ Revenue Built | ANZ & APAC | Senior Security Clearance",,"Melbourne, Victoria, Australia",ACwAAAA00Y8BqFzrPypwzATT0KLLZfwjHIfUS_o
"Peter Strohkorb - GAICD, FSCP",Founder and CEO,Peter Strohkorb Sales Growth Advisory,Australia,https://www.linkedin.com/in/peterstrohkorbsalesmarketing,,SalesNav filter 11-50 or 51-200. Manual check needed for 10-100 band.,growth_or_people_language_in_profile,manual review needed,industry and founder role suggest possible fit; revenue not verified,manual recent activity check needed,"https://www.linkedin.com/sales/lead/ACwAAAAymLkBCNFxSTkn3Uk_vZ43narW5xoutYo,NAME_SEARCH,36qK",85,Australia / founder,"Founder led company in target size filter. Review for hiring, growth, or people process trigger before sending.",not checked against client DNC yet,READY_FOR_MANUAL_REVIEW,founder_or_senior_owner_title; growth_or_people_language_in_profile; linkedin_url_present,,"Seasoned Chairman, NED, Advisory Board Member | Revenue Growth Specialist | B2B Services & Tech Sector | Australia, USA | Received 100+ LinkedIn Recommendations | Contact: pstrohkorb@peterstrohkorb.com, +61 411 865 301",,Greater Sydney Area,ACwAAAAymLkBCNFxSTkn3Uk_vZ43narW5xoutYo
Peter Colacino,Chief Executive Officer,Australian Constructors Association (ACA),Australia,https://www.linkedin.com/in/peter-colacino-68a3021b,,SalesNav filter 11-50 or 51-200. Manual check needed for 10-100 band.,growth_or_people_language_in_profile,manual review needed,industry and founder role suggest possible fit; revenue not verified,manual recent activity check needed,"https://www.linkedin.com/sales/lead/ACwAAAQjZUoBe4ZC9gHb5F4W6p1eeB82mJIB50c,NAME_SEARCH,1VmP",85,Australia / ceo,"Founder led company in target size filter. Review for hiring, growth, or people process trigger before sending.",not checked against client DNC yet,READY_FOR_MANUAL_REVIEW,founder_or_senior_owner_title; growth_or_people_language_in_profile; linkedin_url_present,,Culture | Productivity | Commercial Sustainability,,Greater Sydney Area,ACwAAAQjZUoBe4ZC9gHb5F4W6p1eeB82mJIB50c
Paul Mather,Founder - FBT Salary Packaging Solutions,FBT Salary Packaging Solutions,Australia,https://www.linkedin.com/in/fbtsalarypackaging,,SalesNav filter 11-50 or 51-200. Manual check needed for 10-100 band.,growth_or_people_language_in_profile,manual review needed,industry and founder role suggest possible fit; revenue not verified,manual recent activity check needed,"https://www.linkedin.com/sales/lead/ACwAAAMsSE8BXLYi1P2ibC0TtLm0DHRe62cRiMs,NAME_SEARCH,BVLc",85,Australia / founder,"Founder led company in target size filter. Review for hiring, growth, or people process trigger before sending.",not checked against client DNC yet,READY_FOR_MANUAL_REVIEW,founder_or_senior_owner_title; growth_or_people_language_in_profile; linkedin_url_present,,FBT and Salary Packaging Specialist,,"Sydney, New South Wales, Australia",ACwAAAMsSE8BXLYi1P2ibC0TtLm0DHRe62cRiMs
Paul Christy,Co-Founder,LandScan - Environmental Risk Intelligence,Australia,https://www.linkedin.com/in/paulsimonchristy,,SalesNav filter 11-50 or 51-200. Manual check needed for 10-100 band.,growth_or_people_language_in_profile,manual review needed,industry and founder role suggest possible fit; revenue not verified,manual recent activity check needed,"https://www.linkedin.com/sales/lead/ACwAAABVllYByO4MS4xTnkLH-sqq_yVCGgtjt-k,NAME_SEARCH,wZCW",85,Australia / founder,"Founder led company in target size filter. Review for hiring, growth, or people process trigger before sending.",not checked against client DNC yet,READY_FOR_MANUAL_REVIEW,founder_or_senior_owner_title; growth_or_people_language_in_profile; linkedin_url_present,,"Director Varanti -  Driving digital, innovation and growth",,"Sydney, New South Wales, Australia",ACwAAABVllYByO4MS4xTnkLH-sqq_yVCGgtjt-k
Niraj Akhil,Founder / Director,Aurora Ability Assist,Australia,https://www.linkedin.com/in/niraj-akhil-9294a421,,SalesNav filter 11-50 or 51-200. Manual check needed for 10-100 band.,growth_or_people_language_in_profile,manual review needed,industry and founder role suggest possible fit; revenue not verified,manual recent activity check needed,"https://www.linkedin.com/sales/lead/ACwAAASFijEBp9dDKLHSKq1hpjD1A_A3gWrETmc,NAME_SEARCH,lx5f",85,Australia / md_owner,"Founder led company in target size filter. Review for hiring, growth, or people process trigger before sending.",not checked against client DNC yet,READY_FOR_MANUAL_REVIEW,founder_or_senior_owner_title; growth_or_people_language_in_profile; linkedin_url_present,,Empowering Businesses with Wholesale Telecom Solutions | Founder at Solutions 4 Business,,Greater Melbourne Area,ACwAAASFijEBp9dDKLHSKq1hpjD1A_A3gWrETmc
Nicholas K.,Co-Founder,Blockchain & AI,Australia,https://www.linkedin.com/in/nicholas-k-262aa5193,,SalesNav filter 11-50 or 51-200. Manual check needed for 10-100 band.,growth_or_people_language_in_profile,manual review needed,industry and founder role suggest possible fit; revenue not verified,manual recent activity check needed,"https://www.linkedin.com/sales/lead/ACwAAC2LtSoBy5KdJH_uGcr_V0MDPXcJK-oWh7g,NAME_SEARCH,drfe",85,Australia / founder,"Founder led company in target size filter. Review for hiring, growth, or people process trigger before sending.",not checked against client DNC yet,READY_FOR_MANUAL_REVIEW,founder_or_senior_owner_title; growth_or_people_language_in_profile; linkedin_url_present,,"Co-Founder I Stealth AI Proptech Platform I Real Estate Intelligence, Acquisition & Investment Technology",,Greater Sydney Area,ACwAAC2LtSoBy5KdJH_uGcr_V0MDPXcJK-oWh7g
Neha Saxena,Founder & CEO,Paxena,Australia,https://www.linkedin.com/in/neha-saxena-sydney,,SalesNav filter 11-50 or 51-200. Manual check needed for 10-100 band.,growth_or_people_language_in_profile,manual review needed,industry and founder role suggest possible fit; revenue not verified,manual recent activity check needed,"https://www.linkedin.com/sales/lead/ACwAAAAlzdcBtI6WhavApAxGdjxnWCsvOkuD4gg,NAME_SEARCH,yX3p",85,Australia / founder,"Founder led company in target size filter. Review for hiring, growth, or people process trigger before sending.",not checked against client DNC yet,READY_FOR_MANUAL_REVIEW,founder_or_senior_owner_title; growth_or_people_language_in_profile; linkedin_url_present,,"Salesforce Expert | Customer Focused | Fintech | Digital Transformation Specialist | Authentic People Leader
Enabling businesses through technology",,"Sydney, New South Wales, Australia",ACwAAAAlzdcBtI6WhavApAxGdjxnWCsvOkuD4gg
Muhammad Arif Jan,Founder,FS Programmers,Australia,https://www.linkedin.com/in/aimvpbuilder-softwarefounder,,SalesNav filter 11-50 or 51-200. Manual check needed for 10-100 band.,growth_or_people_language_in_profile,manual review needed,industry and founder role suggest possible fit; revenue not verified,manual recent activity check needed,"https://www.linkedin.com/sales/lead/ACwAACRm7BEBDBzImQhPE7a-T0YcBd93gotEcgQ,NAME_SEARCH,CgxB",85,Australia / founder,"Founder led company in target size filter. Review for hiring, growth, or people process trigger before sending.",not checked against client DNC yet,READY_FOR_MANUAL_REVIEW,founder_or_senior_owner_title; growth_or_people_language_in_profile; linkedin_url_present,,CEO @ FS Programmers | We build AI-powered MVPs and Software in 90 days | 60+ apps & 150+ websites delivered globally | Top rated on Fiverr,,"Melbourne, Victoria, Australia",ACwAACRm7BEBDBzImQhPE7a-T0YcBd93gotEcgQ
Michelle Sandford 🥑,Managing Director and Founder,TechOutsiders,Australia,https://www.linkedin.com/in/michellesandford,,SalesNav filter 11-50 or 51-200. Manual check needed for 10-100 band.,growth_or_people_language_in_profile,manual review needed,industry and founder role suggest possible fit; revenue not verified,manual recent activity check needed,"https://www.linkedin.com/sales/lead/ACwAAADRAnoByPp1HX_jsiku9wkBOm4QAepobDs,NAME_SEARCH,cWMK",85,Australia / md_owner,"Founder led company in target size filter. Review for hiring, growth, or people process trigger before sending.",not checked against client DNC yet,READY_FOR_MANUAL_REVIEW,founder_or_senior_owner_title; growth_or_people_language_in_profile; linkedin_url_present,,🥑Developer Engagement Lead @ Microsoft | Tedx Speaker | Keynote Storyteller | AI Developer | GAICD | MCT | Developer Relations | New Breakpoint Host | AI Genius Content Captain,,Greater Perth Area,ACwAAADRAnoByPp1HX_jsiku9wkBOm4QAepobDs
Michael McCallum,CEO/Co founder @ 25hours.ai,25hours.ai,Australia,https://www.linkedin.com/in/thebigm,,SalesNav filter 11-50 or 51-200. Manual check needed for 10-100 band.,growth_or_people_language_in_profile,manual review needed,industry and founder role suggest possible fit; revenue not verified,manual recent activity check needed,"https://www.linkedin.com/sales/lead/ACwAAAHhemEB8f09TL4igX9R1mZVLsSjjYuU-A0,NAME_SEARCH,Iymc",85,Australia / founder,"Founder led company in target size filter. Review for hiring, growth, or people process trigger before sending.",not checked against client DNC yet,READY_FOR_MANUAL_REVIEW,founder_or_senior_owner_title; growth_or_people_language_in_profile; linkedin_url_present,,"| Ënterprise AI sense maker | Freudenfreude Jedi  | CEO @ 25hours.ai

Want 25+ hours back per month? Lets chat",,Greater Melbourne Area,ACwAAAHhemEB8f09TL4igX9R1mZVLsSjjYuU-A0
Matt Woodard,Founder and Co-Organiser,Melbourne Talent Meetup,Australia,https://www.linkedin.com/in/mattwoodard81,,SalesNav filter 11-50 or 51-200. Manual check needed for 10-100 band.,growth_or_people_language_in_profile,manual review needed,industry and founder role suggest possible fit; revenue not verified,manual recent activity check needed,"https://www.linkedin.com/sales/lead/ACwAAAEhzI4BudhkSl2zRTVs3mrJsmFxluGJxII,NAME_SEARCH,fDsc",85,Australia / founder,"Founder led company in target size filter. Review for hiring, growth, or people process trigger before sending.",not checked against client DNC yet,READY_FOR_MANUAL_REVIEW,founder_or_senior_owner_title; growth_or_people_language_in_profile; linkedin_url_present,,"Founder @ scalr | TA Strategy, Operations & Embedded Hiring | Host of ‘scalr sagecast’ | Community Builder",,"Melbourne, Victoria, Australia",ACwAAAEhzI4BudhkSl2zRTVs3mrJsmFxluGJxII
Mark Halstead,Managing Director,iCumulus,Australia,https://www.linkedin.com/in/markhalstead,,SalesNav filter 11-50 or 51-200. Manual check needed for 10-100 band.,growth_or_people_language_in_profile,manual review needed,industry and founder role suggest possible fit; revenue not verified,manual recent activity check needed,"https://www.linkedin.com/sales/lead/ACwAAABBsbABZFQOQFOEyJzm5ZVsml-W9S7JCYQ,NAME_SEARCH,0qGs",85,Australia / md_owner,"Founder led company in target size filter. Review for hiring, growth, or people process trigger before sending.",not checked against client DNC yet,READY_FOR_MANUAL_REVIEW,founder_or_senior_owner_title; growth_or_people_language_in_profile; linkedin_url_present,,"Managing Director @ iCumulus | Founder, Nitrobots.ai | Agentic AI & Sales Intelligence Pioneer | M&A & Executive Management",,"Sydney, New South Wales, Australia",ACwAAABBsbABZFQOQFOEyJzm5ZVsml-W9S7JCYQ
Mark Fernie,Managing Director - enTIRE Wheels,Vehicle Management Corporation Pty Ltd,Australia,https://www.linkedin.com/in/mark-fernie-2568981,,SalesNav filter 11-50 or 51-200. Manual check needed for 10-100 band.,growth_or_people_language_in_profile,manual review needed,industry and founder role suggest possible fit; revenue not verified,manual recent activity check needed,"https://www.linkedin.com/sales/lead/ACwAAABPAGIBcqTnYMoavqosR6VK9CaWC-CxXBQ,NAME_SEARCH,MZ4-",85,Australia / md_owner,"Founder led company in target size filter. Review for hiring, growth, or people process trigger before sending.",not checked against client DNC yet,READY_FOR_MANUAL_REVIEW,founder_or_senior_owner_title; growth_or_people_language_in_profile; linkedin_url_present,,"Marketing Director, Founder at enTIRE",,"Perth, Western Australia, Australia",ACwAAABPAGIBcqTnYMoavqosR6VK9CaWC-CxXBQ
Manuel Basiri,Co Founder - Development Director,Gemma.app Pty Ltd,Australia,https://www.linkedin.com/in/manuelbasiri,,SalesNav filter 11-50 or 51-200. Manual check needed for 10-100 band.,growth_or_people_language_in_profile,manual review needed,industry and founder role suggest possible fit; revenue not verified,manual recent activity check needed,"https://www.linkedin.com/sales/lead/ACwAAAcGmJsBXc3eBYnUdsy-GkItpQO30wqlbDY,NAME_SEARCH,GLpP",85,Australia / md_owner,"Founder led company in target size filter. Review for hiring, growth, or people process trigger before sending.",not checked against client DNC yet,READY_FOR_MANUAL_REVIEW,founder_or_senior_owner_title; growth_or_people_language_in_profile; linkedin_url_present,,"Director / Developer at Gemma.app & Eco Certificates - 
Systems Architect & Software Developer - 
Operator Focused Workflow Optimisation / Business Management Systems",,"Sydney, New South Wales, Australia",ACwAAAcGmJsBXc3eBYnUdsy-GkItpQO30wqlbDY
Louise Baxter,Non Executive Director,Community Council for Australia,Australia,https://www.linkedin.com/in/louisebaxter,,SalesNav filter 11-50 or 51-200. Manual check needed for 10-100 band.,growth_or_people_language_in_profile,manual review needed,industry and founder role suggest possible fit; revenue not verified,manual recent activity check needed,"https://www.linkedin.com/sales/lead/ACwAAAK5OzsBiJgFMAMNY3GIRtwwoNB2lm1F260,NAME_SEARCH,6px2",85,Australia / ceo,"Founder led company in target size filter. Review for hiring, growth, or people process trigger before sending.",not checked against client DNC yet,READY_FOR_MANUAL_REVIEW,founder_or_senior_owner_title; growth_or_people_language_in_profile; linkedin_url_present,,Chief Executive Officer & Executive Director at Starlight Children's Foundation Australia  ⭐️ Connected Leadership | Purpose & Impact | Positivity | Engagement,,"Sydney, New South Wales, Australia",ACwAAAK5OzsBiJgFMAMNY3GIRtwwoNB2lm1F260
Lisa Coletta,Founder and Managing Director,Governance Collective Pty Ltd,Australia,https://www.linkedin.com/in/lisa-coletta,,SalesNav filter 11-50 or 51-200. Manual check needed for 10-100 band.,growth_or_people_language_in_profile,manual review needed,industry and founder role suggest possible fit; revenue not verified,manual recent activity check needed,"https://www.linkedin.com/sales/lead/ACwAAAt1ecMBg-cAH_ZfCDufPf9R6wyIzzJpho8,NAME_SEARCH,7BDW",85,Australia / founder,"Founder led company in target size filter. Review for hiring, growth, or people process trigger before sending.",not checked against client DNC yet,READY_FOR_MANUAL_REVIEW,founder_or_senior_owner_title; growth_or_people_language_in_profile; linkedin_url_present,,Behavioural Governance. Power. Culture. Leadership Mindsets. Shaping governance architecture and decision-making environments.,,Australia,ACwAAAt1ecMBg-cAH_ZfCDufPf9R6wyIzzJpho8
